century,tried,gadm.adm0
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,Sweden
1700,1,United Kingdom
1700,1,United Kingdom
1700,1,Netherlands
1700,1,Netherlands
1700,1,Netherlands
1700,1,Netherlands
1700,1,Netherlands
1700,1,Netherlands
1700,1,Netherlands
1700,1,Netherlands
1700,1,Netherlands
1700,1,Netherlands
1700,1,Netherlands
1700,1,Netherlands
1700,1,Netherlands
1700,1,Netherlands
1700,1,Netherlands
1700,1,Netherlands
1700,1,Netherlands
1700,19,Germany
1700,23,Germany
1700,3,Germany
1700,3,Germany
1700,2,Germany
1700,1,Germany
1700,4,Germany
1700,6,Germany
1700,1,Germany
